image,top_left_x,top_left_y,bottom_right_x,bottom_right_y
user_12/A0.jpg,185,84,275,174
user_12/A1.jpg,195,92,275,172
user_12/A2.jpg,199,99,279,179
user_12/A3.jpg,199,99,279,179
user_12/A4.jpg,199,99,279,179
user_12/A5.jpg,198,27,308,137
user_12/A6.jpg,198,27,308,137
user_12/A7.jpg,210,34,310,134
user_12/A8.jpg,212,38,312,138
user_12/A9.jpg,212,38,312,138
user_12/B0.jpg,144,36,294,186
user_12/B1.jpg,144,36,294,186
user_12/B2.jpg,152,42,292,182
user_12/B3.jpg,163,53,283,173
user_12/B4.jpg,169,66,299,196
user_12/B5.jpg,194,31,304,141
user_12/B6.jpg,190,24,310,144
user_12/B7.jpg,190,24,310,144
user_12/B8.jpg,193,23,313,143
user_12/B9.jpg,184,28,304,148
user_12/C0.jpg,205,47,315,157
user_12/C1.jpg,206,45,316,155
user_12/C2.jpg,206,45,316,155
user_12/C3.jpg,216,50,316,150
user_12/C4.jpg,218,50,318,150
user_12/C5.jpg,184,7,294,117
user_12/C6.jpg,184,9,294,119
user_12/C7.jpg,184,9,294,119
user_12/C8.jpg,183,9,293,119
user_12/C9.jpg,183,9,293,119
user_12/D0.jpg,164,62,304,202
user_12/D1.jpg,174,57,314,197
user_12/D2.jpg,177,60,317,200
user_12/D3.jpg,177,60,317,200
user_12/D4.jpg,179,75,319,215
user_12/D5.jpg,189,14,319,144
user_12/D6.jpg,189,15,319,145
user_12/D7.jpg,189,15,319,145
user_12/D8.jpg,189,15,319,145
user_12/D9.jpg,169,5,319,155
user_12/E0.jpg,116,109,246,239
user_12/E1.jpg,123,108,243,228
user_12/E2.jpg,129,100,239,210
user_12/E3.jpg,126,80,246,200
user_12/E4.jpg,134,79,244,189
user_12/E5.jpg,168,21,258,111
user_12/E6.jpg,171,21,261,111
user_12/E7.jpg,161,24,251,114
user_12/E8.jpg,159,21,249,111
user_12/E9.jpg,162,21,252,111
user_12/F0.jpg,179,36,319,176
user_12/F1.jpg,179,43,319,183
user_12/F2.jpg,179,36,319,176
user_12/F3.jpg,177,38,317,178
user_12/F4.jpg,179,37,319,177
user_12/F5.jpg,133,5,283,155
user_12/F6.jpg,125,6,275,156
user_12/F7.jpg,136,3,286,153
user_12/F8.jpg,135,3,285,153
user_12/F9.jpg,120,5,270,155
user_12/G0.jpg,157,3,307,153
user_12/G1.jpg,177,2,317,142
user_12/G2.jpg,178,6,318,146
user_12/G3.jpg,174,13,314,153
user_12/G4.jpg,170,20,310,160
user_12/G5.jpg,107,7,247,147
user_12/G6.jpg,107,7,247,147
user_12/G7.jpg,109,7,249,147
user_12/G8.jpg,101,7,241,147
user_12/G9.jpg,115,10,255,150
user_12/H0.jpg,122,84,252,214
user_12/H1.jpg,120,71,250,201
user_12/H2.jpg,121,61,251,191
user_12/H3.jpg,122,49,252,179
user_12/H4.jpg,132,40,262,170
user_12/H5.jpg,204,0,314,110
user_12/H6.jpg,199,0,309,110
user_12/H7.jpg,197,0,307,110
user_12/H8.jpg,196,0,306,110
user_12/H9.jpg,196,0,306,110
user_12/I0.jpg,162,61,292,191
user_12/I1.jpg,168,58,298,188
user_12/I2.jpg,164,54,294,184
user_12/I3.jpg,174,53,304,183
user_12/I4.jpg,179,54,309,184
user_12/I5.jpg,183,0,293,110
user_12/I6.jpg,184,2,294,112
user_12/I7.jpg,154,0,264,110
user_12/I8.jpg,151,3,261,113
user_12/I9.jpg,160,7,270,117
user_12/K0.jpg,151,66,271,186
user_12/K1.jpg,157,57,277,177
user_12/K2.jpg,154,55,274,175
user_12/K3.jpg,177,53,297,173
user_12/K4.jpg,173,59,293,179
user_12/K5.jpg,104,44,224,164
user_12/K6.jpg,108,44,228,164
user_12/K7.jpg,105,52,225,172
user_12/K8.jpg,116,54,236,174
user_12/K9.jpg,105,60,225,180
user_12/L0.jpg,122,82,252,212
user_12/L1.jpg,117,74,247,204
user_12/L2.jpg,140,70,270,200
user_12/L3.jpg,129,64,259,194
user_12/L4.jpg,135,52,265,182
user_12/L5.jpg,149,13,299,163
user_12/L6.jpg,139,20,289,170
user_12/L7.jpg,152,20,302,170
user_12/L8.jpg,147,13,297,163
user_12/L9.jpg,156,12,306,162
user_12/M0.jpg,170,68,290,188
user_12/M1.jpg,167,68,287,188
user_12/M2.jpg,181,71,301,191
user_12/M3.jpg,177,69,297,189
user_12/M4.jpg,186,73,306,193
user_12/M5.jpg,169,17,279,127
user_12/M6.jpg,160,16,270,126
user_12/M7.jpg,170,19,280,129
user_12/M8.jpg,157,22,267,132
user_12/M9.jpg,174,26,284,136
user_12/N0.jpg,186,80,276,170
user_12/N1.jpg,180,74,270,164
user_12/N2.jpg,191,72,281,162
user_12/N3.jpg,177,75,267,165
user_12/N4.jpg,183,73,273,163
user_12/N5.jpg,172,14,282,124
user_12/N6.jpg,168,13,278,123
user_12/N7.jpg,174,17,284,127
user_12/N8.jpg,161,17,271,127
user_12/N9.jpg,170,17,280,127
user_12/O0.jpg,200,58,300,158
user_12/O1.jpg,205,58,305,158
user_12/O2.jpg,200,51,300,151
user_12/O3.jpg,208,57,308,157
user_12/O4.jpg,207,62,307,162
user_12/O5.jpg,169,0,269,100
user_12/O6.jpg,160,0,260,100
user_12/O7.jpg,169,2,269,102
user_12/O8.jpg,163,4,263,104
user_12/O9.jpg,174,4,274,104
user_12/P0.jpg,133,107,243,217
user_12/P1.jpg,125,109,235,219
user_12/P2.jpg,135,112,245,222
user_12/P3.jpg,125,111,225,211
user_12/P4.jpg,129,114,229,214
user_12/P5.jpg,98,41,218,161
user_12/P6.jpg,112,43,232,163
user_12/P7.jpg,90,46,210,166
user_12/P8.jpg,107,46,227,166
user_12/P9.jpg,101,43,221,163
user_12/Q0.jpg,125,88,215,178
user_12/Q1.jpg,119,92,209,182
user_12/Q2.jpg,134,98,224,188
user_12/Q3.jpg,126,99,216,189
user_12/Q4.jpg,123,90,213,180
user_12/Q5.jpg,112,64,222,174
user_12/Q6.jpg,107,63,217,173
user_12/Q7.jpg,114,56,224,166
user_12/Q8.jpg,114,60,224,170
user_12/Q9.jpg,116,58,226,168
user_12/R0.jpg,173,62,283,172
user_12/R1.jpg,177,50,287,160
user_12/R2.jpg,177,66,287,176
user_12/R3.jpg,177,54,287,164
user_12/R4.jpg,164,56,274,166
user_12/R5.jpg,188,34,308,154
user_12/R6.jpg,176,28,296,148
user_12/R7.jpg,175,35,295,155
user_12/R8.jpg,188,23,308,143
user_12/R9.jpg,180,28,300,148
user_12/S0.jpg,177,63,277,163
user_12/S1.jpg,157,60,257,160
user_12/S2.jpg,170,79,260,169
user_12/S3.jpg,162,76,252,166
user_12/S4.jpg,166,79,246,159
user_12/S5.jpg,156,10,256,110
user_12/S6.jpg,168,10,268,110
user_12/S7.jpg,162,18,262,118
user_12/S8.jpg,166,18,266,118
user_12/S9.jpg,165,25,255,115
user_12/T0.jpg,136,57,256,177
user_12/T1.jpg,135,55,255,175
user_12/T2.jpg,141,68,251,178
user_12/T3.jpg,132,71,242,181
user_12/T4.jpg,153,72,263,182
user_12/T5.jpg,130,37,240,147
user_12/T6.jpg,117,30,227,140
user_12/T7.jpg,133,30,243,140
user_12/T8.jpg,123,25,233,135
user_12/T9.jpg,122,29,232,139
user_12/U0.jpg,187,76,297,186
user_12/U1.jpg,178,74,288,184
user_12/U2.jpg,184,79,294,189
user_12/U3.jpg,161,74,271,184
user_12/U4.jpg,169,79,279,189
user_12/U5.jpg,174,17,304,147
user_12/U6.jpg,162,26,292,156
user_12/U7.jpg,169,28,299,158
user_12/U8.jpg,159,24,289,154
user_12/U9.jpg,156,23,286,153
user_12/V0.jpg,137,47,267,177
user_12/V1.jpg,124,37,254,167
user_12/V2.jpg,147,55,277,185
user_12/V3.jpg,142,66,262,186
user_12/V4.jpg,151,68,271,188
user_12/V5.jpg,138,23,258,143
user_12/V6.jpg,123,20,243,140
user_12/V7.jpg,148,22,268,142
user_12/V8.jpg,144,26,264,146
user_12/V9.jpg,131,21,251,141
user_12/W0.jpg,170,81,290,201
user_12/W1.jpg,156,86,276,206
user_12/W2.jpg,164,88,284,208
user_12/W3.jpg,151,90,271,210
user_12/W4.jpg,162,89,282,209
user_12/W5.jpg,144,21,284,161
user_12/W6.jpg,152,27,282,157
user_12/W7.jpg,160,35,280,155
user_12/W8.jpg,149,36,269,156
user_12/W9.jpg,160,36,280,156
user_12/X0.jpg,153,63,273,183
user_12/X1.jpg,143,64,263,184
user_12/X2.jpg,161,67,281,187
user_12/X3.jpg,143,65,263,185
user_12/X4.jpg,159,66,279,186
user_12/X5.jpg,162,10,282,130
user_12/X6.jpg,151,9,271,129
user_12/X7.jpg,165,13,285,133
user_12/X8.jpg,150,8,270,128
user_12/X9.jpg,167,14,287,134
user_12/Y0.jpg,180,85,290,195
user_12/Y1.jpg,164,79,284,199
user_12/Y2.jpg,161,77,281,197
user_12/Y3.jpg,162,84,282,204
user_12/Y4.jpg,144,85,264,205
user_12/Y5.jpg,181,12,311,142
user_12/Y6.jpg,167,11,297,141
user_12/Y7.jpg,189,14,319,144
user_12/Y8.jpg,177,14,307,144
user_12/Y9.jpg,182,13,312,143
