image,top_left_x,top_left_y,bottom_right_x,bottom_right_y
user_19/A0.jpg,131,14,221,104
user_19/A1.jpg,136,22,216,102
user_19/A2.jpg,136,29,216,109
user_19/A3.jpg,136,33,216,113
user_19/A4.jpg,139,36,219,116
user_19/A5.jpg,110,81,200,171
user_19/A6.jpg,110,81,200,171
user_19/A7.jpg,114,82,204,172
user_19/A8.jpg,116,83,206,173
user_19/A9.jpg,118,86,208,176
user_19/B0.jpg,124,11,244,131
user_19/B1.jpg,119,6,249,136
user_19/B2.jpg,119,6,249,136
user_19/B3.jpg,119,2,249,132
user_19/B4.jpg,111,0,251,140
user_19/B5.jpg,74,52,214,192
user_19/B6.jpg,74,52,214,192
user_19/B7.jpg,78,59,208,189
user_19/B8.jpg,82,64,202,184
user_19/B9.jpg,81,66,201,186
user_19/C0.jpg,128,0,238,110
user_19/C1.jpg,128,0,238,110
user_19/C2.jpg,128,0,238,110
user_19/C3.jpg,128,0,238,110
user_19/C4.jpg,128,0,238,110
user_19/C5.jpg,153,31,253,131
user_19/C6.jpg,153,31,253,131
user_19/C7.jpg,153,31,253,131
user_19/C8.jpg,153,33,253,133
user_19/C9.jpg,150,29,250,129
user_19/D0.jpg,106,8,306,208
user_19/D1.jpg,92,9,312,229
user_19/D2.jpg,117,0,297,180
user_19/D3.jpg,113,23,293,203
user_19/D4.jpg,125,67,285,227
user_19/D5.jpg,87,73,227,213
user_19/D6.jpg,87,73,227,213
user_19/D7.jpg,87,73,227,213
user_19/D8.jpg,92,70,232,210
user_19/D9.jpg,93,69,233,209
user_19/E0.jpg,117,9,257,149
user_19/E1.jpg,125,8,265,148
user_19/E2.jpg,119,3,259,143
user_19/E3.jpg,125,0,265,140
user_19/E4.jpg,134,0,254,120
user_19/E5.jpg,96,76,196,176
user_19/E6.jpg,100,76,200,176
user_19/E7.jpg,94,76,194,176
user_19/E8.jpg,90,76,190,176
user_19/E9.jpg,93,75,193,175
user_19/F0.jpg,119,21,269,171
user_19/F1.jpg,124,23,274,173
user_19/F2.jpg,116,20,266,170
user_19/F3.jpg,127,24,277,174
user_19/F4.jpg,118,29,268,179
user_19/F5.jpg,145,24,275,154
user_19/F6.jpg,150,25,280,155
user_19/F7.jpg,140,20,270,150
user_19/F8.jpg,153,19,283,149
user_19/F9.jpg,156,25,286,155
user_19/G0.jpg,132,15,282,165
user_19/G1.jpg,129,9,279,159
user_19/G2.jpg,135,7,285,157
user_19/G3.jpg,129,5,279,155
user_19/G4.jpg,139,2,289,152
user_19/G5.jpg,75,70,215,210
user_19/G6.jpg,93,72,233,212
user_19/G7.jpg,83,70,223,210
user_19/G8.jpg,80,64,220,204
user_19/G9.jpg,86,65,226,205
user_19/H0.jpg,98,38,248,188
user_19/H1.jpg,117,30,247,160
user_19/H2.jpg,112,26,242,156
user_19/H3.jpg,119,19,249,149
user_19/H4.jpg,109,12,239,142
user_19/H5.jpg,94,43,234,183
user_19/H6.jpg,87,44,227,184
user_19/H7.jpg,95,47,235,187
user_19/H8.jpg,90,36,230,176
user_19/H9.jpg,92,44,232,184
user_19/I0.jpg,151,29,281,159
user_19/I1.jpg,150,30,280,160
user_19/I2.jpg,169,27,299,157
user_19/I3.jpg,160,26,290,156
user_19/I4.jpg,162,31,282,151
user_19/I5.jpg,113,82,243,212
user_19/I6.jpg,101,75,231,205
user_19/I7.jpg,118,74,248,204
user_19/I8.jpg,98,64,228,194
user_19/I9.jpg,117,62,247,192
user_19/K0.jpg,159,2,289,132
user_19/K1.jpg,149,3,279,133
user_19/K2.jpg,159,5,289,135
user_19/K3.jpg,142,9,272,139
user_19/K4.jpg,159,10,289,140
user_19/K5.jpg,9,18,159,168
user_19/K6.jpg,14,25,164,175
user_19/K7.jpg,15,13,165,163
user_19/K8.jpg,5,17,155,167
user_19/K9.jpg,11,18,161,168
user_19/L0.jpg,152,34,292,174
user_19/L1.jpg,142,33,282,173
user_19/L2.jpg,150,39,290,179
user_19/L3.jpg,158,44,288,174
user_19/L4.jpg,161,44,291,174
user_19/L5.jpg,97,31,247,181
user_19/L6.jpg,91,27,241,177
user_19/L7.jpg,116,27,266,177
user_19/L8.jpg,95,19,245,169
user_19/L9.jpg,90,23,240,173
user_19/M0.jpg,173,94,293,214
user_19/M1.jpg,169,78,289,198
user_19/M2.jpg,185,61,305,181
user_19/M3.jpg,174,56,294,176
user_19/M4.jpg,165,46,285,166
user_19/M5.jpg,109,58,219,168
user_19/M6.jpg,100,55,210,165
user_19/M7.jpg,118,53,228,163
user_19/M8.jpg,100,48,210,158
user_19/M9.jpg,96,51,206,161
user_19/N0.jpg,144,72,264,192
user_19/N1.jpg,133,77,253,197
user_19/N2.jpg,150,78,270,198
user_19/N3.jpg,145,82,255,192
user_19/N4.jpg,141,81,251,191
user_19/N5.jpg,120,62,230,172
user_19/N6.jpg,112,62,222,172
user_19/N7.jpg,125,62,235,172
user_19/N8.jpg,115,54,225,164
user_19/N9.jpg,118,64,228,174
user_19/O0.jpg,165,60,275,170
user_19/O1.jpg,152,58,262,168
user_19/O2.jpg,167,55,277,165
user_19/O3.jpg,156,52,266,162
user_19/O4.jpg,160,54,270,164
user_19/O5.jpg,143,14,253,124
user_19/O6.jpg,129,16,239,126
user_19/O7.jpg,147,11,257,121
user_19/O8.jpg,140,9,250,119
user_19/O9.jpg,149,14,259,124
user_19/P0.jpg,24,65,154,195
user_19/P1.jpg,16,77,146,207
user_19/P2.jpg,34,78,164,208
user_19/P3.jpg,26,71,146,191
user_19/P4.jpg,33,73,153,193
user_19/P5.jpg,11,55,161,205
user_19/P6.jpg,6,47,156,197
user_19/P7.jpg,16,49,166,199
user_19/P8.jpg,1,44,151,194
user_19/P9.jpg,14,55,144,185
user_19/Q0.jpg,46,71,166,191
user_19/Q1.jpg,35,71,155,191
user_19/Q2.jpg,50,76,170,196
user_19/Q3.jpg,42,70,162,190
user_19/Q4.jpg,55,77,175,197
user_19/Q5.jpg,81,96,191,206
user_19/Q6.jpg,74,87,184,197
user_19/Q7.jpg,74,73,184,183
user_19/Q8.jpg,82,79,192,189
user_19/Q9.jpg,70,62,180,172
user_19/R0.jpg,94,90,234,230
user_19/R1.jpg,73,92,213,232
user_19/R2.jpg,94,85,234,225
user_19/R3.jpg,98,92,238,232
user_19/R4.jpg,93,88,233,228
user_19/R5.jpg,76,56,246,226
user_19/R6.jpg,54,46,224,216
user_19/R7.jpg,74,52,244,222
user_19/R8.jpg,60,42,230,212
user_19/R9.jpg,64,49,234,219
user_19/S0.jpg,127,49,217,139
user_19/S1.jpg,115,50,205,140
user_19/S2.jpg,135,54,225,144
user_19/S3.jpg,115,47,205,137
user_19/S4.jpg,123,55,213,145
user_19/S5.jpg,132,58,242,168
user_19/S6.jpg,125,42,235,152
