image,top_left_x,top_left_y,bottom_right_x,bottom_right_y
user_16/A0.jpg,153,30,243,120
user_16/A1.jpg,158,39,238,119
user_16/A2.jpg,158,49,238,129
user_16/A3.jpg,160,44,240,124
user_16/A4.jpg,158,36,248,126
user_16/A5.jpg,120,22,220,122
user_16/A6.jpg,118,22,218,122
user_16/A7.jpg,123,28,213,118
user_16/A8.jpg,123,23,223,123
user_16/A9.jpg,116,45,226,155
user_16/B0.jpg,128,10,278,160
user_16/B1.jpg,129,6,279,156
user_16/B2.jpg,139,8,269,138
user_16/B3.jpg,143,9,263,129
user_16/B4.jpg,134,6,274,146
user_16/B5.jpg,113,12,243,142
user_16/B6.jpg,113,12,243,142
user_16/B7.jpg,119,13,239,133
user_16/B8.jpg,101,15,251,165
user_16/B9.jpg,98,30,248,180
user_16/C0.jpg,155,32,265,142
user_16/C1.jpg,159,36,259,136
user_16/C2.jpg,159,36,259,136
user_16/C3.jpg,158,40,258,140
user_16/C4.jpg,159,41,259,141
user_16/C5.jpg,146,47,256,157
user_16/C6.jpg,150,46,260,156
user_16/C7.jpg,153,44,263,154
user_16/C8.jpg,163,46,263,146
user_16/C9.jpg,163,45,263,145
user_16/D0.jpg,144,32,294,182
user_16/D1.jpg,144,50,294,200
user_16/D2.jpg,154,31,294,171
user_16/D3.jpg,154,27,294,167
user_16/D4.jpg,163,32,283,152
user_16/D5.jpg,109,18,259,168
user_16/D6.jpg,110,16,260,166
user_16/D7.jpg,121,15,261,155
user_16/D8.jpg,121,15,261,155
user_16/D9.jpg,135,21,255,141
user_16/E0.jpg,145,49,245,149
user_16/E1.jpg,152,46,252,146
user_16/E2.jpg,146,41,246,141
user_16/E3.jpg,150,38,250,138
user_16/E4.jpg,152,53,232,133
user_16/E5.jpg,133,41,233,141
user_16/E6.jpg,139,39,239,139
user_16/E7.jpg,138,37,238,137
user_16/E8.jpg,133,37,233,137
user_16/E9.jpg,134,30,234,130
user_16/F0.jpg,163,49,273,159
user_16/F1.jpg,159,47,269,157
user_16/F2.jpg,159,44,269,154
user_16/F3.jpg,163,44,273,154
user_16/F4.jpg,159,39,269,149
user_16/F5.jpg,148,28,278,158
user_16/F6.jpg,154,28,284,158
user_16/F7.jpg,141,26,271,156
user_16/F8.jpg,151,31,281,161
user_16/F9.jpg,134,31,264,161
user_16/G0.jpg,135,65,255,185
user_16/G1.jpg,131,64,251,184
user_16/G2.jpg,137,52,257,172
user_16/G3.jpg,122,48,242,168
user_16/G4.jpg,132,46,252,166
user_16/G5.jpg,156,43,266,153
user_16/G6.jpg,146,45,256,155
user_16/G7.jpg,153,42,263,152
user_16/G8.jpg,148,37,258,147
user_16/G9.jpg,154,41,254,141
user_16/H0.jpg,155,38,255,138
user_16/H1.jpg,148,36,248,136
user_16/H2.jpg,156,39,256,139
user_16/H3.jpg,149,37,249,137
user_16/H4.jpg,154,47,254,147
user_16/H5.jpg,199,59,289,149
user_16/H6.jpg,192,59,282,149
user_16/H7.jpg,201,63,291,153
user_16/H8.jpg,186,61,276,151
user_16/H9.jpg,190,75,280,165
user_16/I0.jpg,162,70,272,180
user_16/I1.jpg,153,68,263,178
user_16/I2.jpg,166,75,276,185
user_16/I3.jpg,147,81,257,191
user_16/I4.jpg,163,74,273,184
user_16/I5.jpg,184,81,284,181
user_16/I6.jpg,174,79,274,179
user_16/I7.jpg,185,83,285,183
user_16/I8.jpg,170,79,270,179
user_16/I9.jpg,178,77,278,177
user_16/K0.jpg,125,23,245,143
user_16/K1.jpg,115,25,235,145
user_16/K2.jpg,132,23,252,143
user_16/K3.jpg,123,20,243,140
user_16/K4.jpg,139,28,259,148
user_16/K5.jpg,132,56,262,186
user_16/K6.jpg,123,58,253,188
user_16/K7.jpg,139,58,269,188
user_16/K8.jpg,128,51,258,181
user_16/K9.jpg,136,52,266,182
user_16/L0.jpg,129,35,259,165
user_16/L1.jpg,143,45,273,175
user_16/L2.jpg,149,55,269,175
